Ensembl,Gene_name,P8_4_Lps3,P8_4_Lps5,P8_4_Lps4,P7_4_Lps1,P7_4_Lps2,P4_5_Lps2,P4_5_Lps3,P4_5_Lps1,P7_4_Ctrl1,P7_4_Ctrl2,P8_4_Ctrl3,P8_4_Ctrl4,P8_4_Ctrl5,P4_5_Ctrl1,P4_5_Ctrl3,P4_5_Ctrl2
ENSMUSG00000096004,Gm20892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096165,Gm20893,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096246,Gm20895,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096650,Gm20896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094333,Gm20898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096438,Gm20899,0,0,0,19.2839,0,0,0,91.9928,0,34.4385,0,19.3127,0,12.6304,0,0
ENSMUSG00000078180,Gm20900,20.6123,33.8568,0,14.5009,34.0661,9.82072,4.49069,11.097,13.8423,20.3818,9.07607,29.6013,14.4591,3.84875,9.68751,22.6042
ENSMUSG00000096275,Gm20901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096754,Gm20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094216,Gm20907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094294,Gm20909,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095775,Gm20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096548,Gm20912,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094839,Gm20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096268,Gm20914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094746,Gm20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095867,Gm20917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093927,Gm20918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096203,Gm20919,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095321,Gm2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094490,Gm20921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094699,Gm20923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095785,Gm20924,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094166,Gm20925,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095733,Gm20926,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095227,Gm20927,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097662,Gm2093,21.8205,14.8273,19.1247,11.2698,19.7974,7.33421,0,25.8425,11.7364,26.7332,29.6372,29.6565,18.025,21.3627,17.15,13.1443
ENSMUSG00000096034,Gm20930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094570,Gm20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095535,Gm20932,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094816,Gm20933,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095613,Gm20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093790,Gm20935,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094908,Gm20936,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096016,Gm20937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078746,Gm20938,24.4205,27.1446,0,13.1739,23.593,5.17527,0,10.0517,0,40.9613,78.5706,40.4874,51.4934,10.0517,0,0
ENSMUSG00000095193,Gm20939,233.409,236.44,178.514,133.681,148.568,61.1582,123.126,177.381,137.238,274.545,275.583,346.393,217.787,141.65,138.893,120.12
ENSMUSG00000094534,Gm20945,2.03901,0,1.03078,1.00686,0,0,0,0,0,0,1.03527,0,0,2.0734,0,0
ENSMUSG00000094421,Gm20946,0,0,0,0,0,0,0,0,0,12.2464,0,0,0,0,0,0
ENSMUSG00000098212,Gm20997,0,0,0,0,0,0,0,0,1.00054,1,1.12628,0,0,0,0,0
ENSMUSG00000094362,Gm21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093817,Gm2101,0,0,0,0,0.501663,0.277375,0.658928,1.13838,0.2,0,0,0.919672,0.2,0,0,1.18532
ENSMUSG00000098895,Gm21013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094462,Gm21028,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000097964,Gm21045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095993,Gm21060,3.32249,5.58329,3.16138,0,1.0289,0,0,3.11272,1.13858,3.33814,4.20953,0,1.03052,1.06874,0,6.59052
ENSMUSG00000094611,Gm21065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098228,Gm21070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000093882,Gm21076,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092031,Gm2108,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,3
ENSMUSG00000095601,Gm21085,0,0.333333,0.2,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0
ENSMUSG00000095403,Gm21092,4723.54,4461.49,3849.169,2720.685,3636.775,1975.316,2378.55,4902,2730.518,5814.89,5831.75,7800.33,5219.4,5016.842,3886.64,3250.857
ENSMUSG00000096256,Gm21093,18.5409,14.1458,10.1164,13.2824,18.3261,1.32278,0,3.17023,10.7502,22.5442,21.8559,35.6729,20.5519,6.75347,3.21097,2.46768
ENSMUSG00000095263,Gm21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095153,Gm21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094945,Gm21098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094811,Gm21103,0,0,0,0,0,0,0,0,0,0,0,1.29605,0,0,1.83333,0
ENSMUSG00000096843,Gm21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095999,Gm21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096769,Gm21117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094052,Gm21118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095294,Gm21119,9.23009,13.6978,13.6872,2.1731,12.5827,8.71143,0.00809529,19.4522,9.89925,3.75419,21.6994,19.4646,12.5466,11.0118,0,19.8937
ENSMUSG00000095496,Gm21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096277,Gm21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097789,Gm2115,1585,1556,1277,1264,1544,366,243,830,1596,3450,2420,3597,2089,1147,588,742
ENSMUSG00000096419,Gm21151,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096040,Gm21155,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095855,Gm21160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094549,Gm21163,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0
ENSMUSG00000085534,Gm2117,0,0,0,0,0,0,0.0232161,1.13838,0.2,0,0,0,0.2,0,0,0
ENSMUSG00000094170,Gm21170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095103,Gm21171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093982,Gm21180,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095766,Gm21182,0,6.31965,2.10439,0,0,0,21.79,7.4977,2.75166,9.97746,0,0,0,5.5027,0,10
ENSMUSG00000095405,Gm21184,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0
ENSMUSG00000095609,Gm21188,7,3.5,0,0,2.5,0,0,0,0,0,0.5,1,0.5,1,0,0
ENSMUSG00000096511,Gm21201,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095979,Gm21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098011,Gm21232,0,0,0,1,1.00002,0,0,0,0,0,0,0,1,1,0,0
ENSMUSG00000096332,Gm21241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095114,Gm21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094484,Gm21244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095568,Gm21245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095617,Gm21247,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0
ENSMUSG00000094207,Gm21248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095359,Gm21249,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094782,Gm21256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094742,Gm21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095606,Gm21258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095181,Gm21268,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093794,Gm21275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094233,Gm21276,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
ENSMUSG00000078737,Gm2128,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
ENSMUSG00000094246,Gm21281,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0
ENSMUSG00000095441,Gm21282,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094339,Gm21285,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094948,Gm21286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094909,Gm21287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091077,Gm21292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094169,Gm21302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097550,Gm21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096063,Gm21308,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095032,Gm21310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094144,Gm21312,0,0,1,4.12E-08,0,0,0,0,0,0,0.5,0,0,0,0,0
ENSMUSG00000096781,Gm21316,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095724,Gm21319,27.5694,27.9665,16.2914,11.3294,11.207,5.13849,4.02162,17.2532,11.3262,27.6014,29.1397,36.2979,12.6405,11.5244,1.00178,13.3593
ENSMUSG00000096058,Gm21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094348,Gm21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093888,Gm21340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094629,Gm21344,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096426,Gm21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095029,Gm21370,0,3.5,5,0,2.5,0,0,0,0,0,0.5,1,0.5,1,0,0
ENSMUSG00000095709,Gm21378,0,8.92345,6.69435,8.98444,0,0,0,0,0,4.71042,2.58741,7.89497,18.1753,0,0,0
ENSMUSG00000094135,Gm21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094469,Gm21380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096395,Gm21387,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097940,Gm21392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094660,Gm21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095823,Gm21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094530,Gm21399,18.9538,12.5358,13.1308,0,10.779,9.55504,1.51743,14.5527,6.18534,26.5039,10.1937,28.0989,13.4105,1.79321,43.8919,4.70637
ENSMUSG00000095807,Gm21405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045699,Gm21411,10.0641,14.3626,12.9235,9.20525,10.806,4.90893,6.52926,5.81432,6.41527,19.8187,11.1024,19.6836,14.1447,11.8286,12.6749,5.23889
ENSMUSG00000096657,Gm21412,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096820,Gm21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094223,Gm21427,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097948,Gm21430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000095443,Gm21435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093903,Gm21440,0,0,0,0,0,0,0,0,0,0,0,9.49963,0,0,0,0
ENSMUSG00000095439,Gm21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094391,Gm21447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094526,Gm21451,216.695,179.113,97.5828,40.2069,63.8931,0,0,23.871,78.5661,47.3098,242.229,282.141,90.3006,20.4889,0,0
ENSMUSG00000094761,Gm21462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093954,Gm21464,141.99769,128.8063599,129.823544,53.89678,58.79219,18.78012,56.84477,99.023792,19.46336035,63.31052,67.47262,175.814855,124.1049815,84.913703,30.18466,21.72022
ENSMUSG00000095622,Gm21469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096625,Gm21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095158,Gm21476,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094399,Gm21477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094662,Gm21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096101,Gm21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094821,Gm21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094781,Gm21524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095192,Gm21529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095417,Gm21530,0,0.493938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094232,Gm21539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094065,Gm21541,0,0.0159524,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ENSMUSG00000098010,Gm21542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000097288,Gm2155,1.00298,3.03099,1.00828,3.0135,1.00347,2.00785,0,2.01983,2.00874,4.05412,8.19125,3.03507,2.00676,1.00479,0,3.02589
ENSMUSG00000094460,Gm21560,6.11351,7.88108,1.27523,1.29158,3.85262,0,0,4.59588,1.28846,7.59522,8.78978,15.6299,1.87614,0,0,0
ENSMUSG00000094444,Gm21562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095626,Gm21572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095038,Gm21573,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0
ENSMUSG00000095234,Gm21586,0.00840682,0,0,0,0,0,0,0.85871,0,0,0,0,0,0.686244,1.47619,0
ENSMUSG00000096272,Gm21588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096006,Gm21596,252.43,109.686,233.185,176.668,200.122,39.2946,144.676,117.717,130.347,471.747,254.608,422.414,291.466,141.185,420.536,121.184
ENSMUSG00000093996,Gm21598,25.2868,26.7604,35.547,15.8821,0.0455114,0.454616,0,8.19716,29.2324,39.7623,0.0312632,49.5905,0,3.40627,5.5,10.8184
ENSMUSG00000096711,Gm21599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095637,Gm21608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098159,Gm21614,0,0,1,0,0,0,0,0,0,1.00001,2,0,1.00001,1,0,2
ENSMUSG00000094147,Gm21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095515,Gm21617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094064,Gm21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095779,Gm2163,58.1025,69.6939,52.7915,24.515,41.2359,24.9451,0,18.0267,56.6462,89.5372,101.623,150.511,61.3506,13.9455,0,13.7465
ENSMUSG00000096532,Gm21633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096503,Gm21634,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095770,Gm21637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095179,Gm21638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098760,Gm2164,0,1,0,0,1,1,0,0,0,0,0,1,2,1,0,0
ENSMUSG00000096752,Gm21642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093857,Gm21645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096911,Gm2165,0,0,0,0,0.501663,0.277375,0.658928,1.13838,0.2,0,0,0.919672,0.2,0,0,1.18532
ENSMUSG00000094647,Gm21650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094788,Gm21654,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096878,Gm21655,3.51974,0,1.06697,0,0,0,4,0.33275,0,2.47748,5.54168,8.73837,4.93071,0,0,0
ENSMUSG00000094361,Gm21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095090,Gm21658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094046,Gm21660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095237,Gm21661,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095550,Gm21671,0,0,3.59269,1.71627,0,1,0,0,8.75267,6.05756,18.5372,13.3405,5.31588,0,3.02255,0
ENSMUSG00000094260,Gm21672,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093918,Gm21677,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094869,Gm21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095558,Gm21681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096013,Gm21683,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022066,Gm21685,470.095766,480.332211,475.50713,249.623157,365.04217,296.09348,232.10732,802.656328,372.27104,819.8763,790.51319,1133.77046,700.22732,659.49681,606.0516,656.65756
ENSMUSG00000094511,Gm21693,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096045,Gm21698,3.10128,2.05405,0,0,0,0,16.8327,0,0,6.52837,0,3.63219,4.53936,5.70008,7.88085,0.426571
ENSMUSG00000094155,Gm21699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093987,Gm21704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095948,Gm21708,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094645,Gm21715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094991,Gm21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079806,Gm21719,0,0,0,0,0,0,0,0,1,0,1,2.13166,0,0,0,0
ENSMUSG00000094679,Gm21721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096777,Gm21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095462,Gm21725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094277,Gm21726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094071,Gm21729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063846,Gm21731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096379,Gm21732,0,0,0,0.333333,0,0,0,0,0,0,0.166667,1.36237,0.142857,0.375,0,0
ENSMUSG00000094623,Gm21737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095280,Gm21738,0,0,0,4.17461,0,0,0,0,7.63296,2.42982,3.3975,9.85589,0,0,0,0
ENSMUSG00000094181,Gm21739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058932,Gm2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094529,Gm21744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094346,Gm21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096850,Gm21748,5.10683,21.6591,6.36864,7.89007,11.5416,1.25216,0,3.70043,1.99094,3.86436,0,5.60419,2.65171,5.35927,0,0
ENSMUSG00000096463,Gm21750,341.398,308.346,244.351,174.48,221.388,102.388,202.017,284.116,164.459,261.969,241.695,269.689,205.656,310.988,315.341,197.607
ENSMUSG00000093949,Gm21754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095049,Gm21756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096347,Gm21758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094226,Gm21759,2.00017,0,1.00048,0,1.00027,0,0,0,1.00186,2.00199,1.00015,0,1.0013,1.00044,0,0
ENSMUSG00000095578,Gm21760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096175,Gm21761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094027,Gm21762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095879,Gm21764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094227,Gm21767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096507,Gm21772,0.499942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094939,Gm21773,0,0,1,0.333333,0,0,0,0,0,0,0.166667,0,0.142857,0.375,0,0
ENSMUSG00000095860,Gm21775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094404,Gm21776,0,0,0,0,0,0,0,0,0.333333,0,0.166667,0,0.142857,0.375,0,0
ENSMUSG00000096036,Gm21778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078128,Gm2178,2.00105,0,1.00018,1.00112,1.00018,0,0,1.00023,0,1.0008,2.00159,1.0006,1.00048,0,0,0
ENSMUSG00000096698,Gm21780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095123,Gm21781,614.392,518.566,445.578,313.362,371.346,288.79,240.328,680.339,434.478,945.995,876.097,1087.12,823.712,671.241,536.499,465.893
ENSMUSG00000095353,Gm21783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095602,Gm21788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094211,Gm21789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096885,Gm21797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094296,Gm21798,3.81861,5.47224,5.12038,5.98691,2.02426,2.03107,0,4.04602,6.93666,10.937,11.8543,14.9518,4.31729,2.07756,0,1.81788
ENSMUSG00000096120,Gm21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095725,Gm21801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094829,Gm21809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096401,Gm21811,2172.586,1932.413,1676.6297,1502.499,1536.422,884.2928,736.079,2272.1783,1502.5975,3007.916,2343.597,3237.374,2186.711,2013.732,2178.62,1543.421
ENSMUSG00000094773,Gm21812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096299,Gm21814,9.25608,4.36892,7.8242,5.67484,3.23006,1.13904,11.8659,3.36908,2.41459,8.62681,9.0769,15.2253,7.86633,5.54022,0,7.23687
ENSMUSG00000096875,Gm21815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096870,Gm21816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095651,Gm21817,28.9133,26.5555,31.6916,23.8841,23.864,16.704,8,40.4044,15.805,32.3663,32.3581,51.6659,26.1483,31.3071,6,28.6404
ENSMUSG00000095653,Gm21818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087224,Gm2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095693,Gm21820,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.375,0,0
ENSMUSG00000095345,Gm21821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095927,Gm21822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
